,country,language,gender,hasAndroidApp,hasIosApp,daysSinceLastLogin,productsListed,productsSold,productsPassRate,productsWished,productsBought,socialProductsLiked,socialNbFollowers,socialNbFollows,OS
10046,Suède,en,F,False,True,706,0,0,0.0,0,0,1,5,8,iOS
10048,France,fr,M,True,True,25,0,0,0.0,2,1,1,5,8,Both Apps
10056,Italie,it,F,True,False,677,0,0,0.0,0,0,3,5,8,Android
10057,Royaume-Uni,en,F,False,False,455,1,1,0.0,0,0,0,5,8,Browser
10058,Espagne,es,M,False,False,704,0,0,0.0,1,0,1,5,8,Browser
10063,Etats-Unis,en,F,False,True,614,0,0,0.0,0,1,3,5,8,iOS
10067,Espagne,en,F,False,False,288,0,0,0.0,2,0,10,5,8,Browser
10071,Etats-Unis,en,F,False,True,434,0,0,0.0,0,0,54,5,8,iOS
10073,Italie,en,F,False,True,20,1,0,0.0,4,0,5,6,8,iOS
10077,Etats-Unis,en,F,False,True,71,0,0,0.0,2,1,61,10,12,iOS
10078,France,fr,F,True,True,496,1,0,0.0,0,0,5,7,9,Both Apps
10082,Suisse,de,F,False,False,45,0,0,0.0,3,3,28,5,8,Browser
10087,France,fr,F,False,False,15,0,0,0.0,1,0,1,5,8,Browser
10088,Pays-Bas,en,F,False,True,597,0,0,0.0,0,0,2,5,8,iOS
10092,Italie,it,F,False,True,27,0,0,0.0,72,0,70,8,8,iOS
10101,Philippines,en,F,False,True,130,0,0,0.0,1,0,0,5,8,iOS
10106,Italie,it,F,False,True,676,0,0,0.0,0,1,0,5,8,iOS
10108,France,fr,F,False,False,218,1,0,0.0,0,0,0,6,8,Browser
10109,France,fr,F,False,True,11,0,0,0.0,0,0,10,5,8,iOS
10117,Irlande,en,F,False,False,679,0,1,0.0,0,1,0,5,8,Browser
10118,Allemagne,de,M,False,True,325,0,0,0.0,0,0,1,5,8,iOS
10120,Espagne,es,M,True,False,11,54,73,90.0,4,0,115,85,0,Android
10124,Allemagne,de,F,False,True,524,0,0,0.0,0,0,3,25,8,iOS
10129,France,fr,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10141,Etats-Unis,en,M,False,True,51,0,0,0.0,0,0,9,6,8,iOS
10147,Italie,it,F,False,True,253,0,0,0.0,2,0,5,27,16,iOS
10162,Belgique,en,F,False,True,11,27,13,92.0,63,6,153,11,10,iOS
10163,Etats-Unis,en,F,False,False,419,0,0,0.0,0,0,2,10,23,Browser
10173,Italie,it,F,False,False,561,0,0,0.0,0,0,1,5,8,Browser
10174,France,fr,F,False,False,246,0,0,0.0,0,0,1,5,8,Browser
10176,France,fr,F,False,True,25,0,0,0.0,1,1,60,7,8,iOS
10177,Italie,it,F,False,False,156,0,0,0.0,1,0,0,5,8,Browser
10181,Allemagne,de,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10183,Suède,en,F,False,True,25,0,0,0.0,15,1,50,5,8,iOS
10184,France,fr,F,False,True,164,0,0,0.0,1,0,3,5,8,iOS
10185,Italie,it,F,False,True,11,96,34,64.0,2,0,778,172,50,iOS
10187,France,fr,M,False,True,693,0,0,0.0,0,0,1,5,8,iOS
10192,Finlande,en,F,False,False,547,0,0,0.0,2,0,2,5,8,Browser
10195,France,fr,F,False,False,706,1,0,0.0,0,0,0,5,8,Browser
10196,Espagne,es,F,False,True,16,0,0,0.0,3,0,1,5,8,iOS
10198,Danemark,en,F,False,True,605,0,0,0.0,0,0,8,5,8,iOS
10200,France,fr,F,False,True,706,0,0,0.0,0,0,2,5,8,iOS
10205,Etats-Unis,en,F,False,False,272,0,0,0.0,0,0,1,5,8,Browser
10208,France,fr,M,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10211,Royaume-Uni,en,F,False,True,384,0,0,0.0,0,2,0,6,8,iOS
10215,Royaume-Uni,en,F,False,False,283,0,0,0.0,2,0,1,5,8,Browser
10219,Allemagne,de,F,False,True,336,0,0,0.0,3,1,6,9,9,iOS
10221,Danemark,en,F,False,False,12,0,0,0.0,1,0,4,5,8,Browser
10222,France,fr,F,False,False,35,0,0,0.0,0,0,12,5,8,Browser
10225,Allemagne,de,F,False,False,45,0,0,0.0,0,0,2,5,8,Browser
10233,Luxembourg,fr,F,True,False,15,1,1,0.0,0,1,7,9,8,Android
10238,France,fr,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10242,Etats-Unis,en,F,False,False,146,0,0,0.0,4,0,5,5,8,Browser
10245,France,fr,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10249,Etats-Unis,en,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10252,France,fr,M,True,False,451,0,0,0.0,0,1,0,7,9,Android
10254,Australie,en,F,False,False,16,0,0,0.0,0,0,1,5,8,Browser
10258,France,fr,F,False,False,384,0,0,0.0,1,0,4,5,8,Browser
10261,Etats-Unis,en,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10267,Etats-Unis,en,M,False,False,694,0,0,0.0,0,0,10,5,8,Browser
10271,Etats-Unis,en,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10279,Italie,it,F,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10289,France,fr,F,False,False,108,0,0,0.0,0,0,1,3,8,Browser
10294,Royaume-Uni,en,F,False,False,637,0,0,0.0,1,0,0,3,8,Browser
10301,Russie,en,F,False,True,343,0,0,0.0,0,0,4,3,8,iOS
10309,Italie,it,F,False,True,706,0,0,0.0,0,0,3,5,8,iOS
10311,France,fr,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10313,Roumanie,en,F,False,False,53,0,0,0.0,15,0,16,6,8,Browser
10314,France,fr,F,False,True,536,0,0,0.0,2,1,5,6,8,iOS
10316,Italie,it,F,False,True,52,0,0,0.0,60,1,75,5,9,iOS
10317,Royaume-Uni,en,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10329,Italie,it,F,False,True,181,0,0,0.0,4,0,9,5,8,iOS
10330,Etats-Unis,en,F,False,True,671,0,0,0.0,0,0,1,5,8,iOS
10333,Pays-Bas,en,M,True,False,706,0,0,0.0,0,0,1,5,8,Android
10339,France,fr,F,False,True,706,0,0,0.0,0,0,1,5,8,iOS
10346,Royaume-Uni,en,F,False,False,706,0,0,0.0,0,1,0,5,8,Browser
10348,France,fr,F,False,False,689,0,0,0.0,0,1,0,5,8,Browser
10350,Etats-Unis,en,F,False,False,403,0,0,0.0,0,0,1,5,8,Browser
10352,Royaume-Uni,en,F,False,True,618,0,0,0.0,1,1,7,5,8,iOS
10354,Autriche,de,F,False,True,16,3,1,0.0,49,0,3,8,10,iOS
10358,France,fr,F,False,False,694,0,0,0.0,0,1,0,5,8,Browser
10361,France,fr,F,False,True,102,2,1,0.0,1,0,1,6,8,iOS
10365,Etats-Unis,en,M,False,True,12,0,0,0.0,3,0,22,5,10,iOS
10368,Etats-Unis,en,F,False,True,22,0,0,0.0,0,2,0,6,8,iOS
10374,Etats-Unis,es,F,False,True,303,0,0,0.0,1,0,5,7,8,iOS
10375,Roumanie,en,F,True,False,204,0,0,0.0,0,0,1,5,8,Android
10378,Norvège,en,F,False,True,21,0,0,0.0,0,1,7,6,8,iOS
10380,Suède,en,F,False,True,77,0,0,0.0,0,0,1,5,8,iOS
10381,Etats-Unis,en,F,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10386,Royaume-Uni,en,F,False,False,561,0,0,0.0,0,1,0,3,8,Browser
10397,Italie,it,F,False,True,11,51,18,70.0,1,0,36,22,9,iOS
10404,Royaume-Uni,en,F,False,False,360,0,0,0.0,1,0,1,5,8,Browser
10407,France,fr,F,False,True,44,0,0,0.0,0,0,36,5,8,iOS
10411,Autriche,de,F,False,False,250,0,0,0.0,29,0,5,27,8,Browser
10423,Russie,en,F,False,True,706,0,0,0.0,0,0,2,5,8,iOS
10425,France,fr,M,False,True,433,1,0,0.0,0,0,0,5,8,iOS
10431,France,fr,M,False,True,29,0,0,0.0,0,4,8,8,9,iOS
10432,Royaume-Uni,en,F,False,False,358,0,1,0.0,0,0,0,5,8,Browser
10440,Royaume-Uni,en,M,False,True,12,5,18,83.0,19,0,14,11,10,iOS
10441,France,fr,F,False,False,394,0,0,0.0,2,0,0,5,8,Browser
10446,Pays-Bas,en,M,False,True,410,0,0,0.0,0,0,5,7,8,iOS
10449,Etats-Unis,en,F,False,False,34,0,0,0.0,1,0,0,5,8,Browser
10450,Allemagne,de,F,False,False,82,0,0,0.0,0,0,2,5,8,Browser
10455,Belgique,en,F,False,False,694,0,0,0.0,0,2,0,5,8,Browser
10456,Allemagne,de,F,False,True,28,0,0,0.0,2,0,36,5,8,iOS
10459,France,fr,F,False,False,687,0,0,0.0,0,0,1,5,8,Browser
10460,Etats-Unis,en,M,False,False,706,0,0,0.0,10,0,0,5,8,Browser
10465,Autriche,de,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10466,France,fr,F,False,True,705,0,0,0.0,2,0,6,6,9,iOS
10469,France,fr,F,False,False,379,1,3,100.0,0,0,0,7,8,Browser
10471,Royaume-Uni,en,F,False,False,551,0,0,0.0,30,3,6,5,8,Browser
10472,France,fr,M,False,False,706,0,0,0.0,0,0,2,5,8,Browser
10483,Autriche,de,F,False,False,667,0,0,0.0,1,0,4,5,8,Browser
10487,Suède,en,F,False,True,208,0,0,0.0,0,0,3,5,8,iOS
10490,Royaume-Uni,en,F,False,True,14,0,0,0.0,102,6,11,5,8,iOS
10491,Suède,en,F,False,False,527,0,0,0.0,22,3,20,5,9,Browser
10518,Allemagne,de,F,False,True,176,0,0,0.0,2,1,3,7,8,iOS
10520,Belgique,fr,M,False,True,586,0,1,0.0,0,0,5,15,11,iOS
10531,Royaume-Uni,en,F,False,True,666,0,0,0.0,0,1,0,5,8,iOS
10532,Italie,it,F,False,True,12,1,8,100.0,5,0,6,12,11,iOS
10534,Royaume-Uni,en,F,False,False,226,0,0,0.0,0,0,3,5,8,Browser
10539,France,fr,F,False,False,188,0,0,0.0,0,0,3,5,8,Browser
10540,Etats-Unis,en,F,False,True,17,0,0,0.0,11,4,26,5,8,iOS
10543,France,fr,F,False,False,689,0,0,0.0,0,0,1,5,9,Browser
10550,Italie,it,F,False,True,227,0,0,0.0,0,0,9,6,8,iOS
10569,Allemagne,de,F,True,False,253,0,0,0.0,1,2,4,6,8,Android
10573,Italie,it,F,False,False,468,0,0,0.0,0,0,1,5,8,Browser
10578,Allemagne,en,F,False,True,172,0,0,0.0,1,1,0,5,8,iOS
10584,Pays-Bas,en,F,False,True,38,1,0,0.0,375,0,410,8,8,iOS
10586,Slovaquie,en,M,False,True,19,0,1,0.0,1,0,2,6,9,iOS
10603,Royaume-Uni,en,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10607,Etats-Unis,en,M,False,False,446,0,0,0.0,1,1,0,7,8,Browser
10609,Etats-Unis,en,M,False,False,17,0,0,0.0,0,0,15,6,8,Browser
10610,Italie,it,F,False,False,211,0,0,0.0,0,0,1,5,8,Browser
10613,France,fr,M,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10615,France,fr,F,False,True,14,0,0,0.0,5,1,65,5,11,iOS
10621,France,fr,F,False,False,706,0,0,0.0,0,0,1,5,8,Browser
10623,Italie,it,M,False,True,687,0,0,0.0,0,0,5,5,8,iOS
10625,Danemark,en,F,False,False,706,0,0,0.0,1,0,0,5,8,Browser
10628,France,fr,M,False,False,442,0,0,0.0,4,0,0,5,8,Browser
10633,Portugal,en,F,False,True,13,0,0,0.0,10,3,21,5,9,iOS
10638,Espagne,es,F,False,True,360,0,0,0.0,0,0,19,5,8,iOS
10639,France,fr,F,False,False,416,0,0,0.0,0,1,0,3,8,Browser
10645,Royaume-Uni,en,F,False,False,15,0,0,0.0,1,0,9,3,8,Browser
10648,France,fr,F,False,False,561,0,0,0.0,4,2,4,3,8,Browser
10651,Allemagne,de,F,False,True,118,0,0,0.0,12,0,16,3,10,iOS
10661,Italie,it,F,False,True,12,2,3,66.0,5,0,41,5,9,iOS
10663,Etats-Unis,en,F,False,True,197,0,0,0.0,0,0,1,3,8,iOS
10664,Etats-Unis,en,F,False,False,259,0,0,0.0,1,0,1,3,9,Browser
10667,France,fr,F,False,False,311,0,0,0.0,1,0,0,3,8,Browser
10671,Suède,en,M,False,True,12,0,0,0.0,2,0,5,3,8,iOS
10676,Italie,it,F,True,False,550,0,0,0.0,6,0,1,3,8,Android
10678,Roumanie,en,F,False,True,687,0,0,0.0,0,0,1,3,8,iOS
10679,Espagne,es,F,True,False,587,1,0,0.0,0,0,0,6,8,Android
10680,Allemagne,de,F,False,False,706,0,0,0.0,1,0,0,3,8,Browser
10681,Allemagne,de,F,False,False,706,0,0,0.0,0,1,0,6,8,Browser
10685,France,fr,F,False,False,409,0,0,0.0,0,2,0,3,8,Browser
10686,Etats-Unis,en,F,False,False,87,0,0,0.0,1,0,0,3,8,Browser
10688,Finlande,en,F,False,False,706,0,0,0.0,0,1,0,5,8,Browser
10693,France,fr,F,False,False,706,0,0,0.0,1,0,0,3,8,Browser
10694,France,fr,F,True,False,567,0,0,0.0,2,0,0,3,8,Android
10697,France,fr,M,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10702,Etats-Unis,en,M,False,True,705,0,0,0.0,1,0,0,3,8,iOS
10704,Espagne,es,F,True,True,72,0,0,0.0,35,5,21,4,8,Both Apps
10705,Allemagne,de,F,False,False,74,0,0,0.0,0,0,14,3,8,Browser
10711,Etats-Unis,en,F,False,False,706,0,0,0.0,1,0,5,3,8,Browser
10715,Italie,it,M,True,False,559,0,0,0.0,2,0,10,3,8,Android
10716,Belgique,fr,F,False,False,705,0,0,0.0,1,3,0,6,8,Browser
10720,Espagne,es,F,False,False,706,0,0,0.0,0,0,7,3,8,Browser
10722,Espagne,es,F,False,False,616,0,0,0.0,0,0,1,3,8,Browser
10734,France,fr,M,False,True,511,0,0,0.0,0,1,0,3,8,iOS
10740,Suède,en,F,False,False,95,0,0,0.0,0,0,7,3,8,Browser
10741,France,fr,F,False,True,228,0,0,0.0,0,0,2,7,19,iOS
10742,Allemagne,de,M,False,True,416,0,0,0.0,0,0,3,3,8,iOS
10744,France,fr,M,False,True,86,0,0,0.0,1,0,1,3,11,iOS
10745,Etats-Unis,en,F,False,True,149,0,1,0.0,1,1,0,4,8,iOS
10750,Italie,it,F,False,False,519,0,0,0.0,0,0,1,3,8,Browser
10753,Allemagne,de,F,False,False,150,0,0,0.0,2,0,3,3,8,Browser
10761,Etats-Unis,en,F,False,False,39,0,0,0.0,0,4,0,3,8,Browser
10762,Suède,en,F,False,True,678,0,0,0.0,1,0,9,3,8,iOS
10764,Royaume-Uni,en,F,False,False,282,0,0,0.0,0,1,0,3,8,Browser
10771,Royaume-Uni,en,M,False,True,119,0,0,0.0,0,1,0,3,8,iOS
10772,Royaume-Uni,en,F,False,False,616,1,0,0.0,0,0,0,5,8,Browser
10773,Espagne,es,F,False,True,575,0,0,0.0,1,0,1,3,8,iOS
10779,France,fr,M,False,False,406,0,0,0.0,8,1,4,4,8,Browser
10780,Pays-Bas,en,F,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10789,France,fr,F,False,False,16,0,0,0.0,7,1,56,3,8,Browser
10791,Etats-Unis,en,F,False,False,176,0,0,0.0,0,1,0,3,8,Browser
10795,Royaume-Uni,en,M,False,False,706,0,0,0.0,0,1,0,3,8,Browser
10805,France,fr,M,False,False,706,0,0,0.0,3,0,0,3,8,Browser
10807,Suède,en,F,False,True,199,0,0,0.0,3,0,2,3,8,iOS
10809,Espagne,es,F,False,True,156,0,0,0.0,1,0,0,3,8,iOS
10812,Royaume-Uni,en,M,False,True,700,0,0,0.0,2,0,0,3,8,iOS
10823,Royaume-Uni,en,F,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10833,Irlande,en,F,False,True,17,0,0,0.0,58,0,103,3,8,iOS
10852,Suède,en,M,False,True,591,0,0,0.0,0,0,20,3,8,iOS
10853,Lituanie,de,F,False,True,555,0,0,0.0,0,0,2,3,8,iOS
10857,Suède,en,F,False,True,202,0,0,0.0,0,0,1,3,8,iOS
10872,France,fr,F,False,True,471,0,0,0.0,0,0,2,3,9,iOS
10875,Etats-Unis,en,F,False,True,443,0,0,0.0,14,0,11,3,8,iOS
10876,Italie,it,M,False,False,706,0,0,0.0,0,0,3,3,8,Browser
10877,Canada,en,F,False,False,706,0,0,0.0,0,0,1,3,8,Browser
10884,Canada,en,F,False,False,254,0,0,0.0,2,0,0,3,8,Browser
10890,Canada,en,M,False,False,659,0,0,0.0,0,0,1,3,8,Browser
10893,Etats-Unis,en,F,False,False,384,0,0,0.0,0,0,1,3,8,Browser
10903,Etats-Unis,en,F,False,False,253,0,0,0.0,1,1,6,3,8,Browser
10916,Etats-Unis,en,F,False,False,709,0,0,0.0,12,0,4,3,9,Browser
10919,Etats-Unis,en,M,False,True,686,0,0,0.0,2,0,0,3,8,iOS
10920,Royaume-Uni,en,F,False,True,677,0,0,0.0,0,2,3,26,8,iOS
10928,Etats-Unis,en,F,False,True,61,0,0,0.0,0,0,8,3,8,iOS
10935,Etats-Unis,en,F,False,False,351,0,0,0.0,1,0,22,3,8,Browser
10950,France,fr,F,False,False,25,0,0,0.0,1,0,0,3,9,Browser
10958,Russie,en,F,False,False,16,0,0,0.0,16,0,111,3,8,Browser
10959,Belgique,en,F,False,True,407,0,0,0.0,1,0,0,3,8,iOS
10965,France,fr,F,False,False,279,0,0,0.0,0,0,7,3,8,Browser
10971,France,fr,M,False,False,709,0,0,0.0,0,0,1,3,8,Browser
10981,France,fr,F,False,True,68,0,0,0.0,1,0,1,3,9,iOS
10982,Etats-Unis,en,F,False,True,358,0,0,0.0,0,0,34,3,8,iOS
10995,Etats-Unis,en,F,False,False,701,0,0,0.0,1,0,0,3,8,Browser
11000,Finlande,en,F,False,True,22,0,0,0.0,8,0,1,3,8,iOS
11001,France,fr,M,False,True,259,0,0,0.0,17,2,17,21,9,iOS
11014,Italie,it,M,True,False,660,0,0,0.0,0,0,2,26,9,Android
11020,Belgique,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
11027,Etats-Unis,en,F,False,False,592,0,0,0.0,0,0,2,3,8,Browser
11030,Royaume-Uni,en,F,False,False,709,0,0,0.0,0,0,4,3,8,Browser
11031,Islande,en,F,False,False,709,0,0,0.0,0,0,2,3,8,Browser
11035,Royaume-Uni,en,F,False,False,605,0,0,0.0,7,0,0,3,8,Browser
11036,Liban,en,F,False,False,346,0,0,0.0,0,0,5,3,8,Browser
11044,Roumanie,en,F,False,True,27,0,0,0.0,25,1,19,5,8,iOS
11049,Italie,it,F,False,False,612,0,0,0.0,1,0,0,3,8,Browser
11051,Australie,en,F,False,False,228,0,0,0.0,0,0,3,3,8,Browser
11052,Espagne,en,F,False,False,13,0,0,0.0,1,1,157,4,8,Browser
11053,Italie,it,F,False,False,709,0,0,0.0,1,0,1,3,8,Browser
11055,France,fr,F,False,False,138,1,2,100.0,0,0,0,3,8,Browser
11058,France,fr,F,False,False,30,1,1,0.0,0,0,16,8,10,Browser
11059,Italie,it,F,False,True,645,0,0,0.0,0,0,2,3,8,iOS
11064,Australie,en,F,False,False,709,0,0,0.0,0,1,0,6,8,Browser
11065,Danemark,en,F,False,False,111,0,0,0.0,0,0,10,4,8,Browser
11069,Italie,it,F,False,True,532,0,0,0.0,0,1,0,5,9,iOS
11070,Pays-Bas,en,F,False,True,432,0,0,0.0,0,0,3,3,8,iOS
11071,Allemagne,de,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
11084,Australie,en,F,False,False,639,0,0,0.0,0,0,1,3,8,Browser
11091,France,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
11099,Hong Kong,en,F,False,True,709,0,0,0.0,0,0,1,3,8,iOS
11102,Pays-Bas,en,F,False,False,211,0,0,0.0,0,1,1,3,8,Browser
11107,France,fr,M,False,False,30,0,0,0.0,45,2,0,5,10,Browser
11116,Italie,it,F,True,True,13,1,11,90.9,11,1,159,11,11,Both Apps
11117,Belgique,fr,F,False,True,424,0,0,0.0,0,0,2,3,8,iOS
11125,France,fr,F,False,False,709,0,0,0.0,2,0,0,3,8,Browser
11131,Italie,it,M,True,False,402,0,0,0.0,4,0,1,3,11,Android
11134,Etats-Unis,en,F,False,False,527,0,0,0.0,0,0,1,3,8,Browser
11141,Suède,en,F,False,True,41,0,0,0.0,1,0,2,3,8,iOS
11145,Finlande,en,F,False,False,60,0,0,0.0,9,0,30,4,8,Browser
11147,Royaume-Uni,en,F,False,False,702,1,0,0.0,0,0,0,5,8,Browser
11152,Etats-Unis,en,F,False,False,540,0,0,0.0,1,0,0,3,8,Browser
11155,Suède,en,F,False,False,275,0,0,0.0,1,0,61,4,8,Browser
11168,France,fr,F,False,False,359,0,0,0.0,5,1,2,3,8,Browser
11169,France,fr,F,False,False,11,1,9,100.0,0,1,4,4,9,Browser
11172,Finlande,en,M,False,False,59,0,0,0.0,0,1,0,5,8,Browser
11176,Italie,it,F,False,False,460,0,1,0.0,0,0,1,6,8,Browser
11183,Royaume-Uni,en,F,False,False,471,0,0,0.0,3,0,2,3,8,Browser
11185,Nouvelle Zélande,en,M,False,False,238,0,0,0.0,4,0,1,3,8,Browser
11186,Bulgarie,en,F,False,True,503,0,0,0.0,2,1,0,5,9,iOS
11190,Pays-Bas,en,F,False,True,32,0,0,0.0,20,0,42,6,9,iOS
11191,Allemagne,de,F,False,False,709,0,0,0.0,0,1,0,3,8,Browser
11197,Italie,it,F,False,True,103,0,0,0.0,1,2,55,3,0,iOS
11205,Allemagne,de,M,False,True,105,0,1,0.0,4,10,45,8,10,iOS
11215,Royaume-Uni,en,F,False,True,14,0,0,0.0,6,6,5,5,9,iOS
11217,Suède,en,F,False,True,93,0,0,0.0,0,0,1,3,8,iOS
11218,France,fr,F,False,False,390,0,0,0.0,0,0,1,3,8,Browser
11227,Allemagne,de,M,True,False,652,0,0,0.0,2,0,0,3,8,Android
11235,Allemagne,en,F,False,False,319,0,0,0.0,0,0,2,3,8,Browser
11237,France,fr,F,False,True,29,1,0,0.0,32,0,92,5,12,iOS
11238,Grèce,en,F,False,True,390,0,0,0.0,0,0,11,3,9,iOS
11243,Etats-Unis,en,M,False,True,339,0,0,0.0,6,1,5,3,8,iOS
11245,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,4,3,8,Browser
11250,Etats-Unis,en,F,False,False,172,0,0,0.0,1,1,2,3,8,Browser
11263,Pays-Bas,en,F,False,True,707,0,0,0.0,2,0,2,3,8,iOS
11264,Australie,en,F,False,False,362,0,0,0.0,0,0,1,3,8,Browser
11274,Lettonie,en,F,True,False,401,0,0,0.0,0,0,1,3,8,Android
11278,Finlande,en,M,False,True,89,0,0,0.0,1,0,8,3,8,iOS
11285,Australie,en,F,False,False,11,0,0,0.0,125,1,20,5,8,Browser
11287,Royaume-Uni,en,F,False,False,586,0,0,0.0,2,1,0,3,8,Browser
11288,Italie,it,M,False,True,237,0,0,0.0,2,0,4,3,8,iOS
11292,Royaume-Uni,en,F,False,False,382,0,0,0.0,9,0,0,3,8,Browser
11298,France,fr,M,False,True,403,0,0,0.0,1,1,9,3,8,iOS
11303,Etats-Unis,en,F,False,False,663,0,0,0.0,0,6,0,3,8,Browser
11309,France,fr,F,False,False,259,0,0,0.0,0,0,1,3,8,Browser
11317,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,2,3,8,Browser
11330,Italie,it,F,False,False,600,0,0,0.0,1,0,2,3,9,Browser
11335,Danemark,en,F,False,False,602,0,0,0.0,1,0,1,3,8,Browser
11336,Autriche,de,F,False,False,709,0,0,0.0,0,0,2,3,8,Browser
11338,France,fr,M,False,False,709,0,0,0.0,0,1,0,5,8,Browser
11339,Royaume-Uni,en,F,False,False,17,0,0,0.0,0,0,1,7,8,Browser
11352,France,fr,F,False,False,701,0,0,0.0,0,0,1,3,8,Browser
11353,Italie,it,F,True,False,477,2,1,0.0,0,0,2,6,8,Android
11356,Pologne,en,F,False,False,42,0,0,0.0,0,1,9,3,8,Browser
11359,France,fr,F,False,False,44,1,5,100.0,1,22,0,12,11,Browser
11360,Finlande,en,F,True,True,147,0,0,0.0,0,0,247,9,9,Both Apps
11362,Australie,en,F,False,False,204,0,0,0.0,0,1,1,3,8,Browser
11367,Australie,en,F,False,False,27,0,0,0.0,1,1,0,3,8,Browser
11371,Italie,it,M,False,False,278,0,0,0.0,3,1,11,3,10,Browser
11372,France,fr,M,False,False,21,5,1,0.0,0,0,5,3,8,Browser
11374,Italie,en,F,False,False,251,0,0,0.0,0,1,0,4,8,Browser
11376,Royaume-Uni,en,F,False,True,198,5,29,100.0,0,0,1,21,8,iOS
11379,France,fr,F,False,True,694,0,1,0.0,0,0,0,3,8,iOS
11380,Italie,it,F,False,True,424,0,1,0.0,0,0,0,4,8,iOS
11381,France,fr,F,False,False,709,0,0,0.0,1,0,1,3,8,Browser
11384,Pologne,en,F,False,False,428,0,0,0.0,0,0,2,3,8,Browser
11398,Italie,it,F,False,True,658,0,0,0.0,0,0,1,3,8,iOS
11408,Royaume-Uni,en,F,False,False,427,3,1,0.0,0,0,0,5,8,Browser
11416,Irlande,en,F,False,False,422,0,0,0.0,0,0,5,3,8,Browser
11423,Australie,en,F,False,True,681,0,0,0.0,0,0,1,3,8,iOS
11426,Espagne,es,F,False,True,142,0,0,0.0,0,0,1,3,8,iOS
11428,Italie,it,M,False,False,15,0,2,0.0,0,2,0,3,8,Browser
11431,Portugal,en,F,False,False,338,0,0,0.0,0,0,2,3,8,Browser
11439,France,fr,F,False,False,709,0,0,0.0,0,0,16,3,8,Browser
11443,France,fr,F,False,False,166,0,0,0.0,0,0,1,3,8,Browser
11444,France,fr,F,False,True,703,0,0,0.0,0,0,6,3,8,iOS
11446,Belgique,fr,F,False,False,709,0,0,0.0,1,0,2,3,8,Browser
11452,Royaume-Uni,en,F,True,False,600,0,0,0.0,215,1,1,3,8,Android
11461,Allemagne,de,F,True,False,577,0,0,0.0,0,0,1,3,8,Android
11462,Etats-Unis,de,M,False,False,709,0,0,0.0,0,0,1,3,8,Browser
11469,Italie,it,F,False,True,485,0,0,0.0,0,0,11,4,11,iOS
11476,Royaume-Uni,en,F,False,False,596,0,0,0.0,1,0,1,3,8,Browser
11477,Australie,en,F,False,False,56,0,0,0.0,0,0,3,3,8,Browser
11488,Etats-Unis,en,F,False,True,709,0,0,0.0,1,0,0,3,8,iOS
11489,Autriche,de,F,False,False,20,0,0,0.0,0,0,9,3,8,Browser
11493,France,fr,F,False,False,471,0,0,0.0,3,0,1,3,8,Browser
11494,Finlande,en,M,False,True,41,0,0,0.0,3,0,16,4,8,iOS
11512,Pays-Bas,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
11515,Belgique,fr,F,False,False,709,0,0,0.0,0,0,6,3,8,Browser
11517,Serbie,en,F,False,True,688,0,0,0.0,1,0,1,3,9,iOS
11522,Espagne,es,F,False,False,13,9,0,0.0,119,5,15,8,8,Browser
11526,Allemagne,de,F,False,False,12,1,0,0.0,5,6,6,29,9,Browser
11527,Allemagne,de,F,False,False,139,0,0,0.0,5,0,1,3,8,Browser
11534,Allemagne,de,F,False,False,73,0,0,0.0,87,6,5,5,8,Browser
11537,Royaume-Uni,en,F,False,False,450,0,0,0.0,0,0,1,3,8,Browser
11543,France,fr,F,False,True,154,0,0,0.0,1,1,44,3,8,iOS
11547,Suède,en,F,False,True,531,0,0,0.0,1,0,1,3,8,iOS
11550,Allemagne,de,M,False,False,11,0,0,0.0,4,4,3,5,9,Browser
11556,Suisse,de,F,False,False,44,0,0,0.0,0,1,0,3,8,Browser
11562,Royaume-Uni,it,F,False,False,535,0,0,0.0,0,0,5,3,8,Browser
11567,Allemagne,de,F,False,True,18,0,0,0.0,0,0,16,3,8,iOS
