,country,language,gender,hasAndroidApp,hasIosApp,daysSinceLastLogin,productsListed,productsSold,productsPassRate,productsWished,productsBought,socialProductsLiked,socialNbFollowers,socialNbFollows,OS
6,Royaume-Uni,en,F,False,False,591,0,0,0.0,0,0,4,3,8,Browser
17,Danemark,en,F,False,False,42,0,0,0.0,1,0,370,3,8,Browser
18,Etats-Unis,en,F,False,False,32,0,0,0.0,0,0,1,3,8,Browser
27,Allemagne,de,M,False,True,669,0,0,0.0,0,0,27,3,8,iOS
29,Suisse,en,F,True,False,463,0,0,0.0,9,0,0,3,8,Android
43,Danemark,en,M,False,False,540,0,0,0.0,1,0,2,3,8,Browser
46,France,fr,F,False,True,127,1,1,0.0,0,1,0,31,8,iOS
50,Congo,fr,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
51,Etats-Unis,en,M,False,False,26,0,0,0.0,14,1,1,3,9,Browser
57,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
62,Suède,en,F,False,True,390,0,0,0.0,0,0,8,3,8,iOS
67,France,fr,F,True,False,566,0,0,0.0,2,0,12,3,8,Android
79,France,fr,F,False,True,63,0,0,0.0,2,0,13,3,9,iOS
85,Suède,en,M,False,False,543,0,0,0.0,107,1,0,5,8,Browser
90,France,fr,F,False,True,17,0,0,0.0,0,0,56,3,8,iOS
92,Etats-Unis,en,F,False,False,480,0,0,0.0,0,0,7,3,8,Browser
95,Canada,en,F,True,False,208,0,0,0.0,7,1,1,4,10,Android
98,Allemagne,de,F,False,True,476,0,0,0.0,0,0,31,3,8,iOS
102,Royaume-Uni,en,F,False,False,27,0,0,0.0,0,2,0,3,8,Browser
106,Etats-Unis,en,F,True,False,15,0,0,0.0,2,0,4,3,8,Android
108,Etats-Unis,en,F,False,True,23,0,0,0.0,7,0,52,3,8,iOS
114,Etats-Unis,en,M,False,True,15,0,0,0.0,4,6,0,28,29,iOS
118,Danemark,en,F,False,True,542,0,0,0.0,0,0,8,3,8,iOS
130,Australie,en,F,False,True,35,0,0,0.0,0,0,6,3,8,iOS
133,France,fr,F,False,True,485,1,1,0.0,0,0,6,7,8,iOS
135,Chine,en,F,False,True,700,0,0,0.0,0,0,3,3,8,iOS
138,Royaume-Uni,en,F,False,False,709,0,0,0.0,0,0,4,3,8,Browser
139,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
141,Etats-Unis,en,F,False,False,374,0,0,0.0,2,0,0,3,8,Browser
147,France,fr,F,False,False,708,0,0,0.0,0,0,1,3,8,Browser
148,Etats-Unis,en,F,False,False,537,0,0,0.0,0,0,3,3,8,Browser
149,France,fr,F,False,False,686,0,0,0.0,0,0,1,3,8,Browser
152,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,1,4,9,Browser
156,Italie,it,F,False,False,701,0,0,0.0,0,0,2,3,8,Browser
158,Royaume-Uni,en,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
164,Royaume-Uni,en,F,False,True,665,0,3,66.0,0,0,0,10,8,iOS
167,Australie,en,F,False,False,156,0,0,0.0,0,0,3,3,8,Browser
184,Allemagne,de,F,False,True,307,0,0,0.0,0,0,1,3,8,iOS
185,Espagne,es,F,True,False,146,0,0,0.0,2,0,6,3,9,Android
186,Australie,en,F,False,True,237,0,0,0.0,6,0,4,3,8,iOS
193,Danemark,en,F,False,True,688,0,0,0.0,0,0,20,3,8,iOS
196,Etats-Unis,en,F,False,False,60,2,0,0.0,0,0,7,4,8,Browser
199,Canada,en,F,False,False,17,0,0,0.0,0,0,1,3,8,Browser
201,Canada,en,M,False,True,705,0,0,0.0,0,0,17,3,8,iOS
202,Royaume-Uni,en,F,False,False,228,0,0,0.0,0,0,3,3,8,Browser
214,Etats-Unis,en,F,False,False,606,0,0,0.0,0,0,1,3,8,Browser
215,Allemagne,de,F,False,True,338,0,0,0.0,0,5,3,5,8,iOS
227,Danemark,en,M,False,True,709,0,0,0.0,0,0,1,3,8,iOS
228,Etats-Unis,en,F,True,False,647,0,0,0.0,0,0,1,3,9,Android
232,Singapour,fr,M,False,False,573,0,0,0.0,2,0,1,4,8,Browser
235,Royaume-Uni,en,F,False,False,709,0,0,0.0,0,0,2,3,8,Browser
242,France,fr,M,False,False,405,0,1,0.0,0,0,0,3,8,Browser
244,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,2,3,8,Browser
268,Royaume-Uni,en,F,False,False,709,0,0,0.0,0,0,1,4,9,Browser
273,Allemagne,de,M,True,True,382,0,0,0.0,3,0,3,6,8,Both Apps
274,Etats-Unis,en,F,False,False,295,0,0,0.0,0,0,1,3,8,Browser
276,Australie,en,F,False,True,673,0,0,0.0,0,0,4,3,8,iOS
281,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
282,Japon,en,M,False,False,29,0,0,0.0,1,1,12,3,8,Browser
289,Royaume-Uni,en,F,False,False,20,0,0,0.0,22,0,23,4,12,Browser
295,Italie,it,F,False,True,488,0,0,0.0,0,0,150,18,9,iOS
299,Etats-Unis,en,F,False,False,518,0,0,0.0,0,0,17,3,8,Browser
310,Royaume-Uni,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
317,Danemark,en,M,True,False,50,0,0,0.0,0,2,0,7,8,Android
321,Italie,it,F,False,True,410,0,0,0.0,5,0,0,3,8,iOS
328,Nouvelle Zélande,en,F,False,True,293,0,0,0.0,0,0,9,3,8,iOS
329,Italie,it,M,False,True,684,0,0,0.0,2,0,0,3,8,iOS
338,France,fr,M,False,True,709,0,0,0.0,0,0,5,3,8,iOS
339,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
349,Australie,en,F,False,False,26,0,0,0.0,0,0,1,3,8,Browser
354,Hong Kong,en,F,False,False,230,0,0,0.0,2,0,3,3,8,Browser
358,Australie,en,F,False,True,701,0,0,0.0,6,0,0,3,8,iOS
370,Etats-Unis,en,M,False,True,383,0,0,0.0,1,0,21,4,8,iOS
374,France,fr,F,False,True,709,0,0,0.0,0,0,3,3,8,iOS
383,Etats-Unis,en,F,True,False,672,0,0,0.0,0,0,1,3,8,Android
387,Canada,en,F,False,False,449,0,0,0.0,0,0,1,3,8,Browser
390,Australie,en,F,False,True,613,0,0,0.0,0,0,5,3,8,iOS
407,Royaume-Uni,en,F,False,False,62,0,0,0.0,27,0,26,3,8,Browser
423,Etats-Unis,en,F,True,False,703,0,0,0.0,3,0,1,3,8,Android
426,Etats-Unis,en,F,False,False,691,0,0,0.0,1,0,0,3,8,Browser
428,Italie,it,F,False,True,709,0,0,0.0,0,0,1,3,8,iOS
431,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,4,3,8,Browser
438,Etats-Unis,en,F,False,False,272,0,0,0.0,1,0,0,3,8,Browser
439,Royaume-Uni,en,M,False,False,709,0,0,0.0,0,0,1,3,8,Browser
452,Royaume-Uni,en,F,False,True,114,0,0,0.0,0,0,11,6,9,iOS
457,Etats-Unis,en,M,False,False,151,0,0,0.0,143,5,0,4,9,Browser
460,Etats-Unis,en,F,False,False,15,0,0,0.0,0,0,52,3,8,Browser
461,Australie,en,F,False,True,590,0,0,0.0,4,0,8,3,8,iOS
480,Allemagne,de,F,False,True,322,0,0,0.0,9,0,4,3,8,iOS
481,Royaume-Uni,en,M,False,True,180,0,0,0.0,0,1,1,3,8,iOS
509,Canada,en,F,False,False,420,0,0,0.0,15,0,4,3,8,Browser
531,Etats-Unis,en,F,False,True,434,0,0,0.0,0,0,7,3,8,iOS
534,Espagne,es,F,False,False,385,0,0,0.0,0,0,1,3,8,Browser
541,Australie,en,F,False,True,206,0,0,0.0,3,0,25,3,8,iOS
543,Etats-Unis,en,M,False,False,629,0,0,0.0,3,0,0,3,8,Browser
547,Australie,en,F,False,True,439,0,0,0.0,0,0,15,3,8,iOS
552,Etats-Unis,en,F,False,True,106,0,0,0.0,0,1,0,4,8,iOS
554,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
567,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,1,3,8,Browser
580,Etats-Unis,en,F,False,False,142,0,0,0.0,0,1,1,3,8,Browser
581,Etats-Unis,en,F,False,False,614,0,0,0.0,1,0,0,3,8,Browser
582,Etats-Unis,en,F,False,False,709,0,0,0.0,2,0,0,3,9,Browser
584,Etats-Unis,en,F,False,False,591,0,0,0.0,1,0,2,3,8,Browser
586,Royaume-Uni,en,F,False,False,92,0,0,0.0,3,0,1,3,8,Browser
588,Royaume-Uni,en,M,True,False,20,0,1,0.0,303,32,6,16,0,Android
590,Australie,en,F,False,False,701,0,0,0.0,0,1,0,5,8,Browser
599,Etats-Unis,en,M,False,True,224,0,0,0.0,3,0,1,3,8,iOS
614,Finlande,en,F,False,True,82,4,3,100.0,0,0,0,8,8,iOS
615,Etats-Unis,en,F,False,True,139,0,0,0.0,22,2,20,3,8,iOS
619,Etats-Unis,en,F,True,False,707,0,0,0.0,1,0,0,3,8,Android
628,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,3,3,8,Browser
630,Etats-Unis,en,F,False,False,361,0,0,0.0,0,0,3,3,8,Browser
642,Canada,en,M,False,True,11,0,0,0.0,1,1,89,4,7,iOS
643,Italie,it,F,False,True,706,0,0,0.0,0,0,2,3,8,iOS
647,Australie,en,F,False,True,705,0,0,0.0,0,0,4,3,8,iOS
652,Etats-Unis,en,F,False,False,709,0,0,0.0,0,0,1,3,8,Browser
657,Etats-Unis,en,M,False,False,709,0,0,0.0,0,0,2,3,8,Browser
659,Etats-Unis,en,F,True,False,350,0,0,0.0,1,1,39,3,9,Android
683,Etats-Unis,en,F,False,True,30,0,0,0.0,1,0,0,3,8,iOS
687,Canada,en,F,False,True,698,0,0,0.0,0,0,3,3,8,iOS
690,Etats-Unis,en,F,False,False,595,0,0,0.0,17,0,9,3,8,Browser
695,Etats-Unis,en,F,False,True,684,0,0,0.0,0,0,1,3,8,iOS
699,Australie,en,F,False,True,709,0,0,0.0,0,0,4,3,8,iOS
707,Etats-Unis,en,F,True,False,608,0,0,0.0,0,0,17,3,8,Android
709,France,fr,F,False,True,380,0,0,0.0,0,0,7,3,8,iOS
710,Australie,en,F,False,True,709,0,0,0.0,0,0,3,3,8,iOS
711,Etats-Unis,en,F,True,False,631,0,0,0.0,0,0,1,3,8,Android
727,Canada,en,F,False,True,124,0,0,0.0,72,0,9,3,8,iOS
732,Pakistan,en,M,False,True,345,0,0,0.0,0,0,1,3,8,iOS
738,Australie,en,M,False,True,457,0,0,0.0,0,0,6,3,8,iOS
744,France,fr,F,False,False,705,0,0,0.0,0,1,1,3,8,Browser
746,Etats-Unis,en,F,False,True,29,0,0,0.0,0,0,28,3,8,iOS
752,France,fr,M,False,False,14,0,0,0.0,2,1,0,4,8,Browser
759,Allemagne,de,F,False,False,216,0,0,0.0,1,0,0,3,8,Browser
765,Belgique,fr,M,False,True,709,0,0,0.0,0,0,1,3,8,iOS
766,Viet Nam,en,M,False,True,216,0,0,0.0,0,0,1,3,8,iOS
767,Etats-Unis,en,M,False,False,616,0,0,0.0,1,2,7,6,8,Browser
769,Australie,en,F,False,False,103,0,0,0.0,5,0,9,3,8,Browser
780,Etats-Unis,en,F,False,False,274,0,0,0.0,0,1,0,4,9,Browser
782,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
786,Suède,en,M,False,False,214,0,0,0.0,0,1,0,3,8,Browser
807,Etats-Unis,en,F,False,False,211,0,0,0.0,4,0,11,3,8,Browser
808,Japon,en,F,False,True,594,0,0,0.0,3,0,13,3,8,iOS
811,Canada,en,F,False,True,611,0,0,0.0,0,0,1,3,8,iOS
812,Etats-Unis,en,M,False,False,14,0,0,0.0,0,0,1,3,8,Browser
813,Suède,en,F,False,False,244,0,0,0.0,0,0,24,3,8,Browser
817,Etats-Unis,en,M,False,True,457,0,0,0.0,1,0,5,5,11,iOS
826,Nouvelle Zélande,en,F,False,True,593,0,0,0.0,0,0,2,3,8,iOS
830,Etats-Unis,en,F,False,False,701,0,0,0.0,1,0,0,3,10,Browser
833,France,fr,M,False,False,709,0,0,0.0,1,1,0,4,8,Browser
835,Hong Kong,en,F,False,True,626,0,0,0.0,0,0,2,3,8,iOS
838,Etats-Unis,en,F,False,False,408,0,0,0.0,1,0,0,3,8,Browser
844,Japon,en,F,False,False,41,2,0,0.0,23,4,5,8,10,Browser
847,Canada,en,F,False,True,18,0,0,0.0,0,0,71,3,8,iOS
848,Etats-Unis,en,F,False,False,624,0,0,0.0,0,1,0,4,8,Browser
863,Hong Kong,en,F,False,True,173,0,0,0.0,0,0,3,27,8,iOS
866,Etats-Unis,en,F,False,False,709,0,0,0.0,2,0,0,3,8,Browser
876,Australie,en,F,False,False,390,0,0,0.0,0,0,1,3,8,Browser
879,France,en,F,False,False,621,0,0,0.0,14,0,6,3,8,Browser
882,Australie,en,F,False,False,289,0,0,0.0,0,0,1,3,8,Browser
884,Etats-Unis,en,F,False,True,709,0,0,0.0,0,0,2,3,8,iOS
885,Australie,en,F,False,False,696,0,0,0.0,2,0,0,3,8,Browser
905,Pays-Bas,en,F,False,False,709,0,0,0.0,12,0,0,3,8,Browser
906,Allemagne,de,F,False,False,523,0,0,0.0,0,0,1,3,8,Browser
910,Etats-Unis,en,F,False,True,709,0,0,0.0,0,0,7,3,8,iOS
930,Etats-Unis,en,F,False,False,709,0,0,0.0,1,0,0,3,8,Browser
932,Etats-Unis,en,F,False,False,709,0,0,0.0,5,0,24,3,8,Browser
935,Pays-Bas,en,M,False,True,534,0,0,0.0,0,0,5,3,8,iOS
950,Allemagne,de,F,False,False,709,0,0,0.0,3,0,0,3,8,Browser
951,Danemark,en,M,False,False,231,0,0,0.0,0,2,1,4,8,Browser
956,Australie,en,F,False,True,685,0,0,0.0,0,0,1,3,8,iOS
960,Hong Kong,en,M,False,True,16,0,1,0.0,223,3,6,5,8,iOS
961,Italie,it,F,False,False,709,0,0,0.0,4,0,0,3,8,Browser
963,France,fr,F,False,False,201,0,0,0.0,0,1,0,4,8,Browser
966,Allemagne,en,F,False,False,80,0,0,0.0,2,0,0,3,9,Browser
967,France,en,F,False,True,675,0,0,0.0,0,0,2,3,8,iOS
968,Autriche,de,F,False,False,709,0,0,0.0,6,0,0,3,8,Browser
984,Russie,en,F,False,True,708,0,0,0.0,0,0,4,3,8,iOS
986,France,fr,F,False,True,686,1,0,0.0,0,0,0,3,9,iOS
992,Italie,it,F,False,False,708,0,0,0.0,0,0,1,3,8,Browser
996,Royaume-Uni,en,F,False,False,147,2,0,0.0,0,0,0,3,8,Browser
1002,Royaume-Uni,en,F,False,False,708,0,0,0.0,0,1,1,3,8,Browser
1008,Danemark,en,F,False,True,400,0,0,0.0,0,0,2,3,8,iOS
1016,Royaume-Uni,en,M,False,True,639,0,0,0.0,1,0,15,3,8,iOS
1020,Allemagne,de,F,False,True,11,4,0,0.0,1,0,64,3,8,iOS
1024,Danemark,en,F,False,True,372,0,0,0.0,0,0,14,3,8,iOS
1027,Etats-Unis,en,F,False,False,180,0,0,0.0,0,0,1,3,8,Browser
1033,Allemagne,de,M,False,False,678,0,0,0.0,0,2,0,3,8,Browser
1034,Lettonie,en,F,False,True,58,0,0,0.0,0,0,1,3,8,iOS
1036,France,fr,M,False,False,29,0,0,0.0,18,2,1,4,13,Browser
1040,Etats-Unis,en,F,False,False,597,0,0,0.0,1,0,0,3,8,Browser
1054,Pays-Bas,en,F,False,True,377,2,2,100.0,17,8,33,29,8,iOS
1059,Etats-Unis,en,F,False,False,59,0,0,0.0,4,2,0,3,9,Browser
1060,Espagne,es,F,False,False,148,0,0,0.0,0,0,8,3,8,Browser
1069,Danemark,en,F,False,False,69,0,0,0.0,2,0,12,3,8,Browser
1071,Etats-Unis,en,F,False,False,708,0,0,0.0,0,0,19,3,8,Browser
1072,Royaume-Uni,en,F,True,False,82,0,0,0.0,1,1,21,3,9,Android
1077,Canada,en,F,False,True,700,0,0,0.0,0,0,3,3,8,iOS
1078,France,fr,F,False,True,439,0,0,0.0,1,0,0,3,8,iOS
1079,Espagne,en,F,False,True,571,0,0,0.0,0,0,167,5,8,iOS
1084,Allemagne,en,F,False,True,192,0,2,0.0,0,0,1,5,8,iOS
1085,Royaume-Uni,en,F,False,False,329,0,0,0.0,5,0,3,3,8,Browser
1086,France,fr,M,False,False,707,0,0,0.0,3,1,2,5,8,Browser
1087,Royaume-Uni,en,F,False,True,561,0,0,0.0,0,0,5,3,8,iOS
1089,Italie,it,F,False,False,171,0,0,0.0,1,0,2,3,9,Browser
1102,Espagne,es,F,True,False,583,0,0,0.0,0,0,1,3,10,Android
1103,Royaume-Uni,en,F,False,False,436,0,0,0.0,1,0,1,4,8,Browser
1107,France,fr,F,True,False,152,0,0,0.0,0,1,4,3,11,Android
1120,Allemagne,de,F,True,False,653,0,0,0.0,166,0,2,29,9,Android
1121,Etats-Unis,en,F,True,False,479,0,0,0.0,1,4,6,5,9,Android
1122,Allemagne,de,M,False,True,39,0,0,0.0,0,0,10,3,8,iOS
1126,Etats-Unis,en,F,False,False,708,0,0,0.0,0,0,1,3,8,Browser
1128,Royaume-Uni,en,F,False,False,455,0,0,0.0,0,0,2,3,8,Browser
1130,Allemagne,de,F,False,True,15,0,0,0.0,0,5,26,5,8,iOS
1131,Italie,it,F,False,False,587,0,0,0.0,0,0,1,3,9,Browser
1133,Pays-Bas,de,F,False,False,346,0,0,0.0,0,0,4,3,8,Browser
1135,Royaume-Uni,en,F,False,True,362,0,5,0.0,47,7,373,16,9,iOS
1139,France,fr,F,False,False,654,0,0,0.0,0,1,0,3,8,Browser
1146,Canada,en,M,False,True,107,0,0,0.0,1,1,2,24,9,iOS
1151,Pologne,en,F,False,False,11,0,0,0.0,122,2,46,4,8,Browser
1156,Royaume-Uni,fr,F,False,False,84,0,0,0.0,1,1,0,3,8,Browser
1157,Royaume-Uni,en,F,False,True,571,0,0,0.0,0,0,1,3,8,iOS
1158,Royaume-Uni,en,F,False,False,429,0,0,0.0,0,0,1,3,8,Browser
1165,Etats-Unis,en,F,False,False,516,0,0,0.0,32,0,35,8,9,Browser
1166,Italie,it,F,False,False,708,1,0,0.0,0,0,0,4,8,Browser
1169,Italie,it,F,False,True,15,3,1,0.0,1,0,1,26,9,iOS
1172,France,fr,F,False,True,685,0,0,0.0,1,0,113,4,8,iOS
1174,Allemagne,de,M,True,False,708,0,0,0.0,0,0,1,3,8,Android
1182,Royaume-Uni,en,F,False,False,484,0,0,0.0,7,0,4,9,10,Browser
1183,Royaume-Uni,en,F,False,False,532,0,0,0.0,1,0,0,3,8,Browser
1199,Australie,en,F,False,True,706,0,0,0.0,0,0,1,3,9,iOS
1202,France,fr,F,True,False,11,0,0,0.0,9,9,475,5,9,Android
1203,France,fr,M,False,True,398,0,0,0.0,0,0,6,3,8,iOS
1207,Royaume-Uni,en,F,False,False,629,0,0,0.0,0,0,1,3,8,Browser
1211,France,fr,F,False,True,700,0,0,0.0,0,0,1,3,8,iOS
1220,Royaume-Uni,en,M,False,False,671,0,0,0.0,0,1,0,4,8,Browser
1226,France,fr,M,False,True,204,0,0,0.0,1,0,7,3,8,iOS
1227,Suède,en,F,False,True,87,0,3,100.0,0,0,23,11,8,iOS
1231,Etats-Unis,en,F,False,True,622,0,0,0.0,2,0,12,3,8,iOS
1233,France,fr,F,False,False,186,0,0,0.0,1,0,2,3,8,Browser
1236,Suède,en,M,False,True,117,0,0,0.0,0,0,16,3,8,iOS
1245,Canada,en,F,False,False,653,0,0,0.0,0,0,1,3,8,Browser
1253,France,fr,M,True,False,105,0,0,0.0,19,2,1,4,8,Android
1260,Royaume-Uni,en,F,False,True,54,0,0,0.0,0,0,14,8,9,iOS
1261,France,fr,F,False,True,708,0,0,0.0,0,0,1,3,8,iOS
1262,Royaume-Uni,en,F,False,True,219,0,0,0.0,1,0,3,11,9,iOS
1275,Allemagne,de,M,False,False,708,0,0,0.0,0,1,0,4,8,Browser
1277,Russie,en,F,False,False,708,0,0,0.0,1,0,0,3,8,Browser
1278,Etats-Unis,en,F,False,False,35,0,0,0.0,0,0,1,3,8,Browser
1282,Etats-Unis,en,F,False,False,13,0,0,0.0,11,1,61,3,8,Browser
1294,Etats-Unis,en,F,False,False,707,0,0,0.0,0,1,1,3,8,Browser
1295,Espagne,es,F,False,True,569,0,0,0.0,0,0,2,3,8,iOS
1305,Allemagne,en,M,False,True,649,0,0,0.0,0,0,2,3,8,iOS
1319,Etats-Unis,en,F,False,False,708,0,0,0.0,0,1,0,3,8,Browser
1323,Italie,it,M,False,True,442,0,0,0.0,0,0,8,3,8,iOS
1324,Australie,en,M,False,True,640,0,0,0.0,0,0,7,3,8,iOS
1326,Royaume-Uni,en,F,False,True,707,0,0,0.0,0,0,1,3,8,iOS
1333,Australie,en,F,False,False,217,0,0,0.0,0,0,1,3,10,Browser
1338,Albanie,de,M,False,True,661,0,0,0.0,0,0,1,3,8,iOS
1344,Etats-Unis,en,M,False,False,708,0,0,0.0,0,0,1,3,8,Browser
1345,Danemark,en,F,False,False,59,0,0,0.0,0,0,9,3,8,Browser
1350,France,fr,M,False,True,626,0,0,0.0,1,0,1,3,9,iOS
1351,Belgique,en,F,False,True,186,0,0,0.0,2,0,0,3,8,iOS
1352,Allemagne,de,F,False,True,14,0,0,0.0,4,4,124,3,8,iOS
1355,France,fr,F,True,False,675,0,0,0.0,0,0,1,3,8,Android
1362,Canada,en,F,False,False,708,0,0,0.0,1,0,0,3,8,Browser
1363,Pays-Bas,en,F,False,True,16,5,1,0.0,0,0,0,6,8,iOS
1368,Italie,it,F,False,False,708,0,0,0.0,2,0,0,3,8,Browser
1378,France,fr,F,True,False,166,0,1,0.0,8,1,3,5,15,Android
1385,Italie,it,F,False,False,81,1,0,0.0,6,2,3,3,11,Browser
1387,Royaume-Uni,en,F,False,True,496,0,0,0.0,0,0,1,3,8,iOS
1408,Royaume-Uni,en,F,False,False,16,0,0,0.0,0,0,1,3,8,Browser
1415,Etats-Unis,en,F,False,True,705,0,0,0.0,0,0,1,3,8,iOS
1416,France,fr,F,False,True,651,0,0,0.0,0,1,0,3,8,iOS
1439,Italie,en,F,False,False,353,0,0,0.0,1,0,2,3,8,Browser
1443,France,fr,M,False,False,591,0,1,0.0,0,0,1,3,8,Browser
1445,Autriche,de,F,False,False,15,0,0,0.0,0,0,14,3,8,Browser
1446,Royaume-Uni,en,F,False,False,27,0,0,0.0,0,0,1,3,8,Browser
1451,Allemagne,de,F,False,True,694,0,0,0.0,0,0,3,3,8,iOS
1453,Canada,en,F,False,False,708,0,0,0.0,0,0,1,3,8,Browser
1454,Etats-Unis,en,F,False,False,699,0,0,0.0,0,0,2,5,9,Browser
1455,Royaume-Uni,en,F,False,False,708,0,0,0.0,1,0,0,3,8,Browser
1456,Australie,en,F,False,True,117,0,0,0.0,0,0,5,3,8,iOS
1462,Australie,en,M,False,False,628,0,0,0.0,1,1,3,4,8,Browser
1465,Royaume-Uni,en,F,False,False,548,0,0,0.0,0,1,0,3,8,Browser
1467,Etats-Unis,en,F,False,False,695,0,0,0.0,0,0,1,3,8,Browser
1477,Espagne,es,F,False,True,707,0,0,0.0,0,0,17,3,8,iOS
1482,Italie,it,F,False,True,372,0,0,0.0,0,0,1,3,8,iOS
1489,Colombie,es,F,False,False,708,0,0,0.0,0,0,1,3,8,Browser
1490,Canada,en,F,False,False,323,0,0,0.0,2,0,1,3,8,Browser
1499,Italie,it,F,False,False,707,0,0,0.0,1,0,0,3,8,Browser
1503,Italie,it,F,False,True,11,0,0,0.0,0,0,2,3,8,iOS
1516,Italie,it,F,False,False,376,0,0,0.0,6,0,1,3,8,Browser
1519,France,fr,F,False,False,124,0,0,0.0,1,0,4,6,10,Browser
1523,France,fr,F,False,False,707,0,0,0.0,0,0,1,3,8,Browser
1539,Etats-Unis,en,M,False,False,559,0,0,0.0,3,0,0,3,8,Browser
1542,Italie,it,F,False,True,13,0,0,0.0,349,9,1513,28,133,iOS
1547,Etats-Unis,en,F,False,True,623,0,0,0.0,0,0,4,3,8,iOS
1548,Etats-Unis,en,F,False,True,12,0,0,0.0,57,0,541,7,9,iOS
1555,France,fr,F,True,False,470,0,0,0.0,0,0,1,3,8,Android
1557,Suède,en,F,False,False,152,0,0,0.0,0,0,14,3,8,Browser
1559,Allemagne,de,M,False,True,65,0,0,0.0,15,1,32,23,4,iOS
1560,France,fr,F,False,False,24,0,0,0.0,0,0,195,5,8,Browser
1571,Royaume-Uni,fr,F,False,False,26,0,0,0.0,0,0,26,3,8,Browser
1580,Italie,it,F,False,True,694,0,0,0.0,0,0,3,3,8,iOS
1615,Royaume-Uni,en,F,False,True,83,0,0,0.0,31,1,428,37,36,iOS
1616,Royaume-Uni,en,F,False,False,707,0,0,0.0,0,1,0,4,8,Browser
1617,Italie,it,F,False,True,397,0,0,0.0,0,0,2,3,8,iOS
1626,Pays-Bas,en,F,False,True,32,0,0,0.0,0,0,32,3,9,iOS
1634,Allemagne,de,F,False,True,702,0,0,0.0,0,0,3,3,8,iOS
1646,Australie,en,F,False,False,707,0,0,0.0,1,0,1,3,8,Browser
1649,Suède,en,F,False,False,681,0,0,0.0,0,0,3,3,8,Browser
1650,Canada,fr,F,False,False,704,0,0,0.0,0,0,1,3,9,Browser
1653,Italie,it,M,False,True,522,0,0,0.0,0,1,9,3,8,iOS
1656,Etats-Unis,en,F,False,True,660,0,0,0.0,0,0,4,3,8,iOS
1659,Australie,en,M,False,True,446,0,0,0.0,0,0,8,3,8,iOS
1660,Italie,it,F,False,False,23,4,3,66.0,1,0,7,3,9,Browser
1662,Espagne,es,M,False,True,558,0,0,0.0,0,0,4,3,8,iOS
1665,Espagne,es,F,False,True,31,0,0,0.0,9,2,404,13,9,iOS
1669,France,fr,M,False,True,235,0,0,0.0,0,0,17,3,8,iOS
1672,France,fr,M,False,False,27,0,1,0.0,0,0,0,3,8,Browser
1673,Royaume-Uni,en,F,False,False,173,0,0,0.0,2,0,17,3,8,Browser
1679,Royaume-Uni,en,F,False,True,433,0,0,0.0,0,0,34,3,8,iOS
1681,Espagne,es,F,False,False,18,0,0,0.0,0,0,12,3,8,Browser
1682,Etats-Unis,en,F,False,True,680,0,0,0.0,0,0,1,3,8,iOS
1684,Royaume-Uni,en,F,False,True,697,0,0,0.0,0,0,1,3,8,iOS
1686,Suède,en,F,False,True,78,0,0,0.0,14,0,7,3,8,iOS
1688,Etats-Unis,en,M,False,False,369,0,0,0.0,1,0,1,3,8,Browser
1689,Royaume-Uni,en,F,False,False,707,0,0,0.0,1,0,1,3,8,Browser
1691,Japon,en,M,False,False,705,0,0,0.0,0,0,2,3,8,Browser
1695,Etats-Unis,en,F,False,False,707,0,0,0.0,10,0,0,3,8,Browser
1699,Brésil,en,F,False,False,94,0,0,0.0,12,0,25,6,11,Browser
1700,Etats-Unis,en,F,False,False,681,0,1,0.0,0,0,0,6,8,Browser
1704,Portugal,en,F,False,False,606,0,0,0.0,3,0,5,30,9,Browser
1713,Danemark,en,M,False,True,703,0,0,0.0,0,0,1,3,8,iOS
1715,Royaume-Uni,en,M,False,True,277,0,0,0.0,1,0,17,5,10,iOS
1718,Philippines,en,F,False,True,704,0,0,0.0,0,0,3,3,8,iOS
1729,Italie,it,M,False,True,455,0,0,0.0,0,0,14,3,8,iOS
1732,Pays-Bas,en,F,False,False,707,0,0,0.0,0,0,1,3,8,Browser
1733,Allemagne,de,F,True,False,656,0,0,0.0,0,0,2,3,9,Android
1736,France,fr,F,False,True,69,0,0,0.0,0,0,4,3,8,iOS
1740,Mexique,en,F,False,False,34,0,0,0.0,0,0,55,3,8,Browser
1744,Etats-Unis,en,F,False,True,635,0,0,0.0,11,0,0,29,8,iOS
